package_name,version,application_type,Category
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router , 1.0.11.116,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (China Only),1.0.11.208,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (China Only),1.0.11.204,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.11.110,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.11.106,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.11.100,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router, 1.0.9.88,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.64,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router , 1.0.9.60,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.42,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.34,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.32,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.28,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.26,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.18,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router,1.0.9.14,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.12,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.10,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.9.6,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (North America Only),1.0.8.34,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.7.12,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.7.10,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.7.6,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.7.2,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router,1.0.5.70,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.5.64,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.4.30,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router,1.0.4.28,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.4.18,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.3.80,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.3.68,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router  ,1.0.3.60,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router ,1.0.3.56,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (802.11ac Wi-Fi Certified),1.0.3.24,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (North America Only),1.0.2.194,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (North America Only),1.0.2.164,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (North America Only),1.0.1.22 ,firmware,Office Productivity
R7000 - Nighthawk AC1900 Smart WiFi Dual Band Gigabit Router (North America Only),1.0.0.96,firmware,Office Productivity
Macrium Site Manager 32-bit,7,Backup and Recovery,System Administration Tools
Macrium Site Manager 64-bit,7,Backup and Recovery,System Administration Tools
Macrium Reflect Home Use,7,Backup and Recovery,System Administration Tools
Macrium Reflect Business Use,7,Backup and Recovery,System Administration Tools
Tobii Experience,1.55,camera drivers,Office Productivity
Tobii Ghost ,1.10.0,camera drivers,Office Productivity
Tobii Game Hub, 2.3.2,camera drivers,Office Productivity
Tobii Eye Tracking Core Software ,2.16.5,camera drivers,Office Productivity
Alienware Eye Tracking Core Software,2.13.4,camera drivers,Office Productivity
Tobii Aware ,2.13.4,camera drivers,Office Productivity
Predator Eye Tracking Core Software,2.13.4,camera drivers,Office Productivity
Acer Eye Tracking Core Software,2.13.4,camera drivers,Office Productivity
Tobii Eye Tracking Core Software,2.13.3,camera drivers,Office Productivity
MyPaint ,2.0.1 ,Graphic/Drawing,CAD / Engineering Tools
MyPaint ,2.0.0 ,Graphic/Drawing,CAD / Engineering Tools
MyPaint ,2.0.0,Graphic/Drawing,CAD / Engineering Tools
MyPaint,2.0.0 alpha 12 ,Graphic/Drawing,CAD / Engineering Tools
MyPaint ,2.0.0 alpha 12 ,Graphic/Drawing,CAD / Engineering Tools
Krita , 4.4.3,Art & Design,CAD / Engineering Tools
Krita ,4.4.3,Art & Design,CAD / Engineering Tools
Krita,4.1,Art & Design,CAD / Engineering Tools
Krita,4.4.1 ,Art & Design,CAD / Engineering Tools
SketchBook Pro ,8.7.1.0,drawing,Office Productivity
Design Review CAD ,dl. 2021-04-14,Printing Software,CAD / Engineering Tools
Design Review CAD,dl. 2021-04-14,Printing Software,CAD / Engineering Tools
DWG TrueView,dl. 2021-04-14,Printing Software,Office Productivity
Security Update For Exchange Server 2019 CU9 (KB5001779) ,15.020.858.010,Operating System,System Administration Tools
Security Update For Exchange Server 2016 CU20 (KB5001779) ,15.01.2242.008,Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU8 (KB5001779),15.02.0792.013,Operating System,System Administration Tools
Security Update For Exchange Server 2016 CU19 (KB5001779) ,15.01.2176.012,Operating System,System Administration Tools
Security Update For Exchange Server 2013 CU23 (KB5001779) ,15.00.1497.015,Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU8 (KB5001779) ,15.02.0792.013,Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU9 (KB5001779),15.020.858.010,Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU8 (KB5001779) ,dl.04-15-2021,Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU9 (KB5001779) ,"April 13, 2021",Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU8 (KB5001779) ,"April 13, 2021",Operating System,System Administration Tools
Security Update For Exchange Server 2016 CU19 (KB5001779) ,"April 13, 2021",Operating System,System Administration Tools
Security Update For Exchange Server 2013 CU23 (KB5001779) ,"April 13, 2021",Operating System,System Administration Tools
Security Update For Exchange Server 2016 CU20 (KB5001779) ,"April 13, 2021",Operating System,System Administration Tools
Security Update For Exchange Server 2019 CU9 (KB5001779),"April 13, 2021",Operating System,System Administration Tools
CLIP STUDIO PAINT PRO ,1106,Digital Painting,CAD / Engineering Tools
CLIP STUDIO PAINT EX ,1106,Digital Painting,CAD / Engineering Tools
MediBang Paint ,26.2,Digital Painting,CAD / Engineering Tools
MediBang Paint,26.2,Digital Painting,CAD / Engineering Tools
Jump Paint ,4.0,Digital Painting,CAD / Engineering Tools
Jump Paint,4.0,Digital Painting,CAD / Engineering Tools
FireAlpaca ,2.4.6 ,Digital Painting,CAD / Engineering Tools
FireAlpaca,2.4.6 ,Digital Painting,CAD / Engineering Tools
FireAlpaca ,2.4.6,Digital Painting,CAD / Engineering Tools
FireAlpaca ,2.2.10 ,Digital Painting,CAD / Engineering Tools
FireAlpaca , 2.1.21 ,Digital Painting,CAD / Engineering Tools
FireAlpaca ,2.1.14 ,Digital Painting,CAD / Engineering Tools
FireAlpaca ,2.0.1 ,Digital Painting,CAD / Engineering Tools
FireAlpaca ,1.9.1 ,Digital Painting,CAD / Engineering Tools
FireAlpaca, 1.5.23 ,Digital Painting,CAD / Engineering Tools
FireAlpaca ,1.4.1 ,Digital Painting,CAD / Engineering Tools
MusicBee ,3.4.7764 ,music management,Office Productivity
MusicBee ,3.4.7764,music management,Office Productivity
AIMP3 Build 1224 Beta 1 (31.01.2013),3.50,Media Player,Office Productivity
AIMP2 Build 583 (10.11.2010),2.61,Media Player,Office Productivity
AIMP3 Tools Converter & Recorder,2.61,Media Player,Office Productivity
AIMP2 SkinEditor RC3 Build 112,2.60,Media Player,Office Productivity
TagScanner ,6.1.7,Organizer,Office Productivity
TagScanner portable,6.1.7 ,Organizer,Office Productivity
TagScanner x64,6.1.7 ,Organizer,Office Productivity
TagScanner portable x64,6.1.7,Organizer,Office Productivity
Audacious,4.1,Music & Audio,Office Productivity
Audacious,3.1.2,Music & Audio,Office Productivity
Audacious,3.10-beta1,Music & Audio,Office Productivity
Audacious,3.10,Music & Audio,Office Productivity
Audacious,3.10.1,Music & Audio,Office Productivity
Audacious,3.2.4,Music & Audio,Office Productivity
Audacious,3.3.1,Music & Audio,Office Productivity
Audacious,3.3.1a,Music & Audio,Office Productivity
Audacious,3.3.3,Music & Audio,Office Productivity
Audacious,3.3.4,Music & Audio,Office Productivity
Audacious,3.4-beta2,Music & Audio,Office Productivity
Audacious,3.4,Music & Audio,Office Productivity
Audacious,3.4.1,Music & Audio,Office Productivity
Audacious,3.4.2,Music & Audio,Office Productivity
Audacious,3.4.3,Music & Audio,Office Productivity
Audacious,3.4.3a ,Music & Audio,Office Productivity
Audacious,3.5-alpha1,Music & Audio,Office Productivity
Audacious,3.5-beta1,Music & Audio,Office Productivity
Audacious,3.5.1,Music & Audio,Office Productivity
Audacious,3.5.2,Music & Audio,Office Productivity
Audacious,3.6-alpha1,Music & Audio,Office Productivity
Audacious,3.6-beta1,Music & Audio,Office Productivity
Audacious,3.6,Music & Audio,Office Productivity
Audacious,3.6.1,Music & Audio,Office Productivity
Audacious,3.6.2,Music & Audio,Office Productivity
Audacious,3.6.2a,Music & Audio,Office Productivity
Audacious,3.7-alpha1,Music & Audio,Office Productivity
Audacious,3.7-beta1,Music & Audio,Office Productivity
Audacious,3.7,Music & Audio,Office Productivity
Audacious,3.7.1,Music & Audio,Office Productivity
Audacious,3.7.2,Music & Audio,Office Productivity
Audacious,3.8-beta1,Music & Audio,Office Productivity
Audacious,3.8-beta2,Music & Audio,Office Productivity
Audacious,3.8,Music & Audio,Office Productivity
Audacious,3.8.1,Music & Audio,Office Productivity
Audacious,3.8.2,Music & Audio,Office Productivity
Audacious,3.9-beta1,Music & Audio,Office Productivity
Audacious,3.9-beta1a,Music & Audio,Office Productivity
Audacious,3.9,Music & Audio,Office Productivity
Audacious,3.9a,Music & Audio,Office Productivity
Audacious,4.0-beta1,Music & Audio,Office Productivity
Audacious,4.0,Music & Audio,Office Productivity
Audacious,4.0.3,Music & Audio,Office Productivity
Audacious,4.0.4 ,Music & Audio,Office Productivity
Audacious,4.0.4,Music & Audio,Office Productivity
Audacious,4.0.5,Music & Audio,Office Productivity
Helium,dl. 2021-05-03,Backup,System Administration Tools
Free File Sync,11.9,Utility,File Synchronization
Free File Sync,11.8,Utility,File Synchronization
FreeFileSync,11.7,Utility,File Synchronization
FreeFileSync,11.6,Utility,File Synchronization
FreeFileSync ,11.5,Utility,File Synchronization
FreeFileSync,11.4,Utility,File Synchronization
FreeFileSnyc,11.3,Utility,Office Productivity
FreeFileSync,11.3,Utility,File Synchronization
FreeFileSync,11.1,Utility,File Synchronization
FreeFileSync,11.0,Utility,File Synchronization
FreeFileSync,10.25,Utility,File Synchronization
FreeFileSync,10.24,Utility,File Synchronization
FreeFileSync,10.23,Utility,File Synchronization
FreeFileSync,10.22,Utility,File Synchronization
FreeFileSync,10.21,Utility,File Synchronization
Untitled Goose Game,,Game,Kiosk / Public Access Software
RESIDENT EVIL 7,,Game,Kiosk / Public Access Software
Resident Evil 3,,Game,Kiosk / Public Access Software
The Outer Worlds,,Game,Kiosk / Public Access Software
Persona 4 Golden,,Game,Kiosk / Public Access Software
OMORI,,Game,Kiosk / Public Access Software
GUILTY GEAR Xrd -REVELATOR-,,Game,Kiosk / Public Access Software
Little Nightmares II,,Game,Kiosk / Public Access Software
Valheim,,Game,Kiosk / Public Access Software
Baldur's Gate 3,,Game,Kiosk / Public Access Software
HuniePop 2: Double Date,,Game,Kiosk / Public Access Software
Ori and the Will of the Wisps,,Game,Kiosk / Public Access Software
Nioh 2 - The Complete Edition,,Game,Kiosk / Public Access Software
Red Dead Redemption 2,,Game,Kiosk / Public Access Software
Persona 5 Strikers,,Game,Kiosk / Public Access Software
Loop Hero,,Game,Kiosk / Public Access Software
Carnal Instinct,,Game,Kiosk / Public Access Software
Ranch Simulator,,Game,Kiosk / Public Access Software
The Jackbox Party Pack 7,,Game,File Synchronization
All-In-One Sports VR,,Game,Kiosk / Public Access Software
Old School Runescape,,Game,Educational Software
Evil Genius 2: World Domination,,Game,Kiosk / Public Access Software
Microsoft Flight Simulator,,Game,Kiosk / Public Access Software
It Takes Two,,Game,Kiosk / Public Access Software
Hearts of Iron IV: Cadet Edition,,Game,CAD / Engineering Tools
World War 3,,Game,Kiosk / Public Access Software
The Tenants,,Game,Kiosk / Public Access Software
Outriders,,Game,Kiosk / Public Access Software
Subverse,,Game,Kiosk / Public Access Software
Fall Guys: Ultimate Knockout,,Game,Kiosk / Public Access Software
Forza Horizon 4 Standard Edition,,Game,Kiosk / Public Access Software
Root,,Game,Kiosk / Public Access Software
Cozy Grove,,Game,Kiosk / Public Access Software
Spyro Reignited Trilogy,,Game,Kiosk / Public Access Software
Crash Bandicoot N. Sane Trilogy,,Game,Kiosk / Public Access Software
Quern - Undying Thoughts,,Game,Kiosk / Public Access Software
The Sims 4,,Game,Kiosk / Public Access Software
The Slormancer,,Game,Kiosk / Public Access Software
Train Simulator 2021,,Game,Kiosk / Public Access Software
FreeFileSync,10.20,Utility,File Synchronization
FreeFileSync,10.19,Utility,File Synchronization
FreeFileSync,10.18,Utility,File Synchronization
FreeFileSync ,10.17,Utility,File Synchronization
FreeFileSync,10.16,Utility,File Synchronization
FreeFileSync,10.15,Utility,File Synchronization
FreeFileSync,10.14,Utility,File Synchronization
FreeFileSync,10.13,Utility,File Synchronization
FreeFileSync,10.12,Utility,File Synchronization
FreeFileSync,10.11,Utility,File Synchronization
FreeFileSync,10.9,Utility,File Synchronization
FreeFileSync,10.8,Utility,File Synchronization
FreeFileSync,10.7,Utility,File Synchronization
FreeFileSync,10.6,Utility,File Synchronization
FreeFileSync,10.5,Utility,File Synchronization
FreeFileSync,10.4,Utility,File Synchronization
FreeFileSync,10.3,Utility,File Synchronization
FreeFileSync,10.1,Utility,File Synchronization
FreeFileSync,10.0,Utility,File Synchronization
FreeFileSync,9.9,Utility,File Synchronization
FreeFileSync,9.8,Utility,File Synchronization
FreeFileSync,11.10,Utility,File Synchronization
FreeFileSync,9.7,Utility,File Synchronization
FreeFileSync,9.6,Utility,File Synchronization
FBackup 9,9.0.274,Backup,System Administration Tools
FBackup 8,8.9.352,Backup,System Administration Tools
FBackup 7,7.5.543,Backup,System Administration Tools
FBackup 6,6.6.408,Backup,System Administration Tools
FBackup 5,5.5.850,Backup,System Administration Tools
Cobian Backup 11,11.2.0.582,Backup,System Administration Tools
Cobian 10,10.1.1.816,Backup,System Administration Tools
Cobian Backup 9,9.5.1.212,Backup,System Administration Tools
Cobian Backup 8,8.4.0.202,Backup,System Administration Tools
Cobian Backup 7,7.6.0.353,Backup,System Administration Tools
AirParrot 3,3.1.3,streaming,Office Productivity
Reflector 4,4.0.1,streaming,Office Productivity
GOG Galaxy ,2.0,Client,Remote Access Tools
Cloud Ready USB Maker,dl. 2021-05-21,Installation tools,System Administration Tools
Photo Vault Pro,dl. 2021-06-07,Photo-Imaging tool,Office Productivity
VMware Fusion Personal Computer Migration Agent, 6.2.0.1 ,System Software,Virtualization Tools
VMware Horizon Client ,5.5.2-18035009,System Software,Virtualization Tools
Horizon Agents Installer (for non-Windows 7),21.1.1-17882859,System Software,System Administration Tools
Horizon Agents Installer (for Windows 7),20.3.0-16976089,System Software,System Administration Tools
Horizon GPO Bundle,210382017759012,System Software,System Administration Tools
TrueSSO Enrollment Server,8.2.0-17736878,System Software,System Administration Tools
VMware Dynamic Environment Manager,2103-10.2-GA,System Software,Virtualization Tools
Workspace ONE Access Standalone Connector Installer ,20.10.0,System Software,System Administration Tools
VMware Identity Manager Standalone Connector Installer ,19.03.0.1,System Software,Virtualization Tools
Horizon Agents Installer 32-bit (for non-Windows 7),20.4.0-17356576,Installation tools,System Administration Tools
Horizon Agents Installer 64-bit (for non-Windows 7),20.4.0-17356576,Installation tools,System Administration Tools
Horizon Agents Installer 32-bit (for Windows 7),20.3.0-16976089,Installation tools,System Administration Tools
Horizon Agents Installer 64-bit (for Windows 7),20.3.0-16976089,Installation tools,System Administration Tools
Horizon Universal Broker Plugin ,21.03,System Software,System Administration Tools
VMware Workstation,12.1.1,Tools,Virtualization Tools
VMware Workstation,12.1.0,Tools,Virtualization Tools
VMware Workstation,12.0.0,Tools,Virtualization Tools
VMware Mirage Reports Package,591,System Software,Virtualization Tools
VMware PowerCLI for Mirage,181450,System Software,Virtualization Tools
Mirage Centralization Phase Estimator,1.5,System Software,System Administration Tools
VMware Mirage No Backup Alerts tool,591.181450,System Software,System Administration Tools
McAfee MAV+ for VMware Workstation ,12.1.1,System Software,Virtualization Tools
